Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,,,,,,
2021-01-02,,,,,,
2021-01-03,,,,,,
2021-01-04,220.25,220.25,214.24000549316406,217.75999450683594,212.71664428710938,10318300.0
2021-01-05,216.30999755859375,218.4600067138672,213.63999938964844,214.50999450683594,209.5419158935547,6869700.0
2021-01-06,213.8000030517578,216.1699981689453,212.07000732421875,212.6199951171875,207.6956787109375,7206200.0
2021-01-07,212.1999969482422,215.22000122070312,212.1999969482422,213.80999755859375,208.85813903808594,10967900.0
2021-01-08,214.1699981689453,216.1199951171875,212.75,215.4499969482422,210.4601287841797,6513000.0
2021-01-09,214.1699981689453,216.1199951171875,212.75,215.4499969482422,210.4601287841797,6513000.0
2021-01-10,214.1699981689453,216.1199951171875,212.75,215.4499969482422,210.4601287841797,6513000.0
2021-01-11,213.9600067138672,214.86000061035156,212.47999572753906,212.88999938964844,207.9594268798828,7353100.0
2021-01-12,212.33999633789062,212.7899932861328,207.47000122070312,208.86000061035156,204.0227813720703,9331600.0
2021-01-13,209.41000366210938,211.0,208.6300048828125,209.35000610351562,204.50140380859375,6688500.0
2021-01-14,210.57000732421875,211.2100067138672,201.72999572753906,201.86000061035156,197.18487548828125,12887500.0
2021-01-15,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,196.921142578125,8755000.0
2021-01-16,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,196.921142578125,8755000.0
2021-01-17,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,196.921142578125,8755000.0
2021-01-18,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,196.921142578125,8755000.0
2021-01-19,203.0500030517578,204.1699981689453,200.07000732421875,201.66000366210938,196.98951721191406,9772000.0
2021-01-20,203.02999877929688,207.19000244140625,202.22999572753906,206.00999450683594,201.23876953125,12675700.0
2021-01-21,206.0500030517578,207.1699981689453,204.75,205.13999938964844,200.388916015625,6513500.0
2021-01-22,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,197.3411865234375,7316200.0
2021-01-23,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,197.3411865234375,7316200.0
2021-01-24,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,197.3411865234375,7316200.0
2021-01-25,200.33999633789062,201.63999938964844,195.75,200.97999572753906,196.3252716064453,19282400.0
2021-01-26,201.75999450683594,203.49000549316406,200.97000122070312,202.00999450683594,197.33140563964844,9605300.0
2021-01-27,197.63999938964844,199.6999969482422,193.9600067138672,194.97000122070312,190.4544677734375,13772400.0
2021-01-28,200.0,202.0,198.1699981689453,198.22000122070312,193.62918090820312,11041300.0
2021-01-29,197.82000732421875,203.0500030517578,192.80999755859375,193.25,188.7742919921875,21503000.0
2021-01-30,197.82000732421875,203.0500030517578,192.80999755859375,193.25,188.7742919921875,21503000.0
2021-01-31,197.82000732421875,203.0500030517578,192.80999755859375,193.25,188.7742919921875,21503000.0
2021-02-01,195.13999938964844,199.2100067138672,195.02000427246094,198.36000061035156,193.7659454345703,12970700.0
2021-02-02,200.85000610351562,204.35000610351562,200.0,202.61000061035156,197.91749572753906,11305100.0
2021-02-03,203.07000732421875,203.50999450683594,200.97999572753906,201.36000061035156,196.6964569091797,13458600.0
2021-02-04,203.24000549316406,209.67999267578125,203.10000610351562,209.25,204.4037628173828,14534800.0
2021-02-05,209.97999572753906,210.1300048828125,208.66000366210938,208.77000427246094,203.93490600585938,10284000.0
2021-02-06,209.97999572753906,210.1300048828125,208.66000366210938,208.77000427246094,203.93490600585938,10284000.0
2021-02-07,209.97999572753906,210.1300048828125,208.66000366210938,208.77000427246094,203.93490600585938,10284000.0
2021-02-08,210.0,210.64999389648438,205.91000366210938,206.88999938964844,202.09840393066406,8637100.0
2021-02-09,205.75999450683594,207.6300048828125,203.6999969482422,206.52000427246094,201.73695373535156,7619400.0
2021-02-10,207.97000122070312,207.97000122070312,205.94000244140625,206.44000244140625,201.65882873535156,8467600.0
2021-02-11,207.3300018310547,211.58999633789062,207.19000244140625,210.66000366210938,206.1005401611328,8411100.0
2021-02-12,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,205.4157257080078,6911000.0
2021-02-13,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,205.4157257080078,6911000.0
2021-02-14,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,205.4157257080078,6911000.0
2021-02-15,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,205.4157257080078,6911000.0
2021-02-16,210.66000366210938,211.0500030517578,207.35000610351562,207.89999389648438,203.40028381347656,9652700.0
2021-02-17,205.25999450683594,208.27999877929688,205.05999755859375,207.50999450683594,203.0187530517578,8373200.0
2021-02-18,205.8800048828125,209.6999969482422,204.9600067138672,209.35000610351562,204.81887817382812,7328600.0
2021-02-19,209.33999633789062,209.52999877929688,203.75999450683594,204.72999572753906,200.29888916015625,15011500.0
2021-02-20,209.33999633789062,209.52999877929688,203.75999450683594,204.72999572753906,200.29888916015625,15011500.0
2021-02-21,209.33999633789062,209.52999877929688,203.75999450683594,204.72999572753906,200.29888916015625,15011500.0
2021-02-22,203.5500030517578,210.64999389648438,203.11000061035156,208.32000732421875,203.81118774414062,8337700.0
2021-02-23,207.39999389648438,213.91000366210938,206.5500030517578,212.11000061035156,207.51918029785156,10571700.0
2021-02-24,212.36000061035156,220.52999877929688,211.2899932861328,219.42999267578125,214.68072509765625,12039000.0
2021-02-25,219.2899932861328,220.4499969482422,212.5800018310547,213.75,209.12367248535156,11404300.0
2021-02-26,214.0500030517578,215.2100067138672,210.74000549316406,212.38999938964844,207.79310607910156,11730000.0
2021-02-27,214.0500030517578,215.2100067138672,210.74000549316406,212.38999938964844,207.79310607910156,11730000.0
2021-02-28,214.0500030517578,215.2100067138672,210.74000549316406,212.38999938964844,207.79310607910156,11730000.0
2021-03-01,214.97000122070312,217.8000030517578,214.7899932861328,216.6300048828125,211.94134521484375,6982000.0
2021-03-02,216.9600067138672,217.92999267578125,214.82000732421875,215.77000427246094,211.09994506835938,6155200.0
2021-03-03,215.14999389648438,217.19000244140625,212.86000061035156,214.85000610351562,210.1998748779297,6484600.0
2021-03-04,215.97000122070312,217.02000427246094,208.6699981689453,211.5,206.92236328125,10658900.0
2021-03-05,213.72999572753906,216.10000610351562,209.6300048828125,215.41000366210938,210.74774169921875,7582000.0
2021-03-06,213.72999572753906,216.10000610351562,209.6300048828125,215.41000366210938,210.74774169921875,7582000.0
2021-03-07,213.72999572753906,216.10000610351562,209.6300048828125,215.41000366210938,210.74774169921875,7582000.0
2021-03-08,216.97999572753906,226.1300048828125,215.80999755859375,220.27000427246094,215.50253295898438,14750400.0
2021-03-09,222.05999755859375,225.0,220.19000244140625,220.36000061035156,215.59059143066406,9228600.0
